Time,u100,v100
2021-04-16 11:00:00,-6.4106,7.06324
2021-04-16 12:00:00,-6.63903,7.21912
2021-04-16 13:00:00,-7.02594,7.681
2021-04-16 14:00:00,-7.15491,8.0401
2021-04-16 15:00:00,-7.22267,7.97198
2021-04-16 16:00:00,-7.22595,7.45237
2021-04-16 17:00:00,-7.2489,7.02975
2021-04-16 18:00:00,-7.20081,6.78958
2021-04-16 19:00:00,-7.32759,6.08175
2021-04-16 20:00:00,-6.65652,6.01709
2021-04-16 21:00:00,-5.65864,6.30576
2021-04-16 22:00:00,-3.07707,4.46981
2021-04-16 23:00:00,-2.70875,4.31623
2021-04-17 00:00:00,-1.31565,4.94982
2021-04-17 01:00:00,-0.39121,5.07232
2021-04-17 02:00:00,0.27558,5.77984
2021-04-17 03:00:00,-1.02815,5.78099
2021-04-17 04:00:00,-1.50916,5.98134
2021-04-17 05:00:00,-1.39084,6.33739
2021-04-17 06:00:00,-2.35288,6.79991
2021-04-17 07:00:00,-3.25631,6.92699
2021-04-17 08:00:00,-3.93526,7.01858
2021-04-17 09:00:00,-4.47599,7.24182
2021-04-17 10:00:00,-3.81805,7.88867
2021-04-17 11:00:00,-3.68646,8.19091
2021-04-17 12:00:00,-4.10555,7.72953
2021-04-17 13:00:00,-5.10076,6.65909
2021-04-17 14:00:00,-5.69788,6.00538
2021-04-17 15:00:00,-5.98207,6.04888
2021-04-17 16:00:00,-5.96327,6.02255
2021-04-17 17:00:00,-5.89582,4.49875
2021-04-17 18:00:00,-5.99202,2.96808
2021-04-17 19:00:00,-6.98834,1.48435
2021-04-17 20:00:00,-5.78856,0.76538
2021-04-17 21:00:00,-2.53865,1.69729
2021-04-17 22:00:00,4.98401,4.41174
2021-04-17 23:00:00,8.49046,7.89897
2021-04-18 00:00:00,6.24934,9.86542
2021-04-18 01:00:00,4.452,10.25289
2021-04-18 02:00:00,3.5322,10.97435
2021-04-18 03:00:00,2.81882,11.51633
2021-04-18 04:00:00,2.81399,11.55555
2021-04-18 05:00:00,3.90277,10.14592
2021-04-18 06:00:00,5.72546,8.65547
2021-04-18 07:00:00,5.12675,6.37581
2021-04-18 08:00:00,4.36026,3.23564
2021-04-18 09:00:00,4.15385,-0.17671
2021-04-18 10:00:00,5.34644,0.90606
2021-04-18 11:00:00,6.30003,-1.40687
2021-04-18 12:00:00,6.86253,-5.87348
2021-04-18 13:00:00,8.51502,-8.52278
2021-04-18 14:00:00,9.26945,-8.42175
2021-04-18 15:00:00,10.00094,-8.6452
2021-04-18 16:00:00,11.16094,-7.22012
2021-04-18 17:00:00,13.29385,-4.69799
2021-04-18 18:00:00,14.31383,-3.94801
2021-04-18 19:00:00,13.58234,-3.96941
2021-04-18 20:00:00,12.49356,-3.65682
2021-04-18 21:00:00,10.84469,-3.01262
2021-04-18 22:00:00,8.29292,-2.3803
2021-04-18 23:00:00,9.0051,-0.58201
2021-04-19 00:00:00,10.10485,0.4699
2021-04-19 01:00:00,11.01051,0.89859
2021-04-19 02:00:00,10.86376,1.34081
2021-04-19 03:00:00,11.43538,2.27189
2021-04-19 04:00:00,11.7177,2.8525
2021-04-19 05:00:00,11.53741,3.03149
2021-04-19 06:00:00,11.15865,3.15333
2021-04-19 07:00:00,10.16914,3.52185
2021-04-19 08:00:00,9.29842,3.6467
2021-04-19 09:00:00,8.85957,3.91745
2021-04-19 10:00:00,7.87425,4.1551
2021-04-19 11:00:00,7.23973,4.64245
2021-04-19 12:00:00,6.51577,5.35994
2021-04-19 13:00:00,6.38998,5.94055
2021-04-19 14:00:00,6.24183,6.17369
2021-04-19 15:00:00,6.38439,6.36923
2021-04-19 16:00:00,6.38719,6.3196
2021-04-19 17:00:00,6.00144,6.42037
2021-04-19 18:00:00,5.37531,6.73174
2021-04-19 19:00:00,4.86658,7.00098
2021-04-19 20:00:00,4.18314,7.24315
2021-04-19 21:00:00,3.39908,7.44321
2021-04-19 22:00:00,2.34248,7.66883
2021-04-19 23:00:00,3.41166,8.84809
2021-04-20 00:00:00,5.18051,9.779
2021-04-20 01:00:00,5.90397,8.9186
2021-04-20 02:00:00,6.43969,8.40479
2021-04-20 03:00:00,8.57284,5.26116
2021-04-20 04:00:00,7.0369,-0.58376
2021-04-20 05:00:00,5.1967,-3.73196
2021-04-20 06:00:00,4.95878,-4.43883
2021-04-20 07:00:00,5.11739,-4.32938
2021-04-20 08:00:00,5.1967,-3.81101
2021-04-20 09:00:00,5.46051,-2.82444
2021-04-20 10:00:00,5.28895,-1.74515
2021-04-20 11:00:00,6.3005,-0.81634
2021-04-20 12:00:00,6.25033,-1.17206
2021-04-20 13:00:00,5.69843,-1.13709
2021-04-20 14:00:00,5.16271,-0.3451
2021-04-20 15:00:00,5.29866,0.22799
2021-04-20 16:00:00,6.46235,0.17022
2021-04-20 17:00:00,6.68408,-0.12924
2021-04-20 18:00:00,6.24871,-0.3603
2021-04-20 19:00:00,5.77449,-0.06844
2021-04-20 20:00:00,6.00594,0.46209
2021-04-20 21:00:00,6.56431,0.51225
2021-04-20 22:00:00,6.90743,0.55938
2021-04-20 23:00:00,7.86233,-0.16725
2021-04-21 00:00:00,8.31008,-0.82842
2021-04-21 01:00:00,8.67851,-1.60114
2021-04-21 02:00:00,8.61141,-2.52111
2021-04-21 03:00:00,8.22834,-3.10749
2021-04-21 04:00:00,7.89651,-3.22086
2021-04-21 05:00:00,7.39632,-2.95243
2021-04-21 06:00:00,6.8693,-2.58105
2021-04-21 07:00:00,6.26663,-2.24616
2021-04-21 08:00:00,5.65665,-2.22531
2021-04-21 09:00:00,4.99665,-2.76609
2021-04-21 10:00:00,4.57942,-0.61211
2021-04-21 11:00:00,4.50378,-0.63166
2021-04-21 12:00:00,4.05117,-0.82191
2021-04-21 13:00:00,3.43021,-0.44923
2021-04-21 14:00:00,3.02762,0.49159
2021-04-21 15:00:00,3.28992,1.15094
2021-04-21 16:00:00,3.68762,1.3894
2021-04-21 17:00:00,3.64981,1.16528
2021-04-21 18:00:00,3.50585,0.18146
2021-04-21 19:00:00,3.14474,-0.63557
2021-04-21 20:00:00,2.80681,-1.74318
2021-04-21 21:00:00,2.06629,-3.26386
2021-04-21 22:00:00,1.69786,-1.97252
2021-04-21 23:00:00,2.30906,-2.63709
2021-04-22 00:00:00,3.27326,-4.51881
2021-04-22 01:00:00,3.33765,-6.4133
2021-04-22 02:00:00,2.48728,-7.79904
2021-04-22 03:00:00,2.12853,-8.13103
2021-04-22 04:00:00,2.06005,-8.28059
2021-04-22 05:00:00,1.57661,-8.33838
2021-04-22 06:00:00,1.22093,-8.25113
2021-04-22 07:00:00,0.33172,-7.82737
2021-04-22 08:00:00,-0.74861,-7.02742
2021-04-22 09:00:00,-2.14476,-6.2932
2021-04-22 10:00:00,-2.20711,-4.44856
2021-04-22 11:00:00,-3.47755,-3.40274
2021-04-22 12:00:00,-3.66561,-2.66738
2021-04-22 13:00:00,-3.49186,-1.93655
2021-04-22 14:00:00,-3.29255,-1.42328
2021-04-22 15:00:00,-3.21181,-1.34849
2021-04-22 16:00:00,-3.03601,-1.31903
2021-04-22 17:00:00,-2.70384,-1.5989
2021-04-22 18:00:00,-2.57915,-1.79719
2021-04-22 19:00:00,-2.76619,-1.70767
2021-04-22 20:00:00,-2.78356,-1.6091
2021-04-22 21:00:00,-2.50556,-1.58417
2021-04-22 22:00:00,-1.81872,-1.41988
2021-04-22 23:00:00,-1.37105,-1.34509
2021-04-23 00:00:00,-0.85216,-1.6219
2021-04-23 01:00:00,-0.18665,-2.01652
2021-04-23 02:00:00,0.68073,-2.14256
2021-04-23 03:00:00,1.97811,-2.54188
2021-04-23 04:00:00,2.72352,-3.45951
2021-04-23 05:00:00,2.46173,-4.36065
2021-04-23 06:00:00,2.10953,-4.6681
2021-04-23 07:00:00,2.17366,-4.74466
2021-04-23 08:00:00,1.71947,-5.01795
2021-04-23 09:00:00,0.36321,-5.17697
2021-04-23 10:00:00,-1.79313,-4.14744
2021-04-23 11:00:00,-2.04546,-3.02603
2021-04-23 12:00:00,-0.9636,-2.82695
2021-04-23 13:00:00,-0.89106,-3.01778
2021-04-23 14:00:00,-1.70481,-2.35695
2021-04-23 15:00:00,-1.66276,-1.15661
2021-04-23 16:00:00,-0.51572,-0.08113
2021-04-23 17:00:00,-0.47262,0.71163
2021-04-23 18:00:00,-1.8499,1.30179
2021-04-23 19:00:00,-2.57219,1.54798
2021-04-23 20:00:00,-1.57339,0.89893
2021-04-23 21:00:00,-0.67343,0.12501
2021-04-23 22:00:00,-1.69115,-0.45572
2021-04-23 23:00:00,-1.48087,0.4678
2021-04-24 00:00:00,0.60593,1.31182
2021-04-24 01:00:00,2.75505,1.09089
2021-04-24 02:00:00,3.39343,0.19552
2021-04-24 03:00:00,2.54514,-0.17479
2021-04-24 04:00:00,2.26302,-0.28391
2021-04-24 05:00:00,2.21873,-0.46907
2021-04-24 06:00:00,1.89617,-0.4476
2021-04-24 07:00:00,1.64967,-0.21772
2021-04-24 08:00:00,1.96742,0.1177
2021-04-24 09:00:00,1.5842,0.4898
2021-04-24 10:00:00,1.90772,0.24651
2021-04-24 11:00:00,1.66989,0.75367
2021-04-24 12:00:00,2.49315,1.29572
2021-04-24 13:00:00,4.03181,1.43168
2021-04-24 14:00:00,3.7391,0.69553
2021-04-24 15:00:00,2.75601,1.03901
2021-04-24 16:00:00,1.38681,2.83778
2021-04-24 17:00:00,1.18846,4.09183
2021-04-24 18:00:00,2.36123,3.26981
2021-04-24 19:00:00,4.08476,1.88875
2021-04-24 20:00:00,4.65286,-0.03436
2021-04-24 21:00:00,3.67362,-1.89306
2021-04-24 22:00:00,2.85133,-4.1838
2021-04-24 23:00:00,3.30773,-7.14271
2021-04-25 00:00:00,2.88504,-6.50996
2021-04-25 01:00:00,4.02575,-6.15231
2021-04-25 02:00:00,5.39702,-5.86732
2021-04-25 03:00:00,5.85349,-5.47947
2021-04-25 04:00:00,6.49776,-5.923
2021-04-25 05:00:00,6.77108,-6.86478
2021-04-25 06:00:00,6.80827,-7.03747
2021-04-25 07:00:00,6.71623,-6.61659
2021-04-25 08:00:00,6.40107,-6.23063
2021-04-25 09:00:00,5.87302,-6.26838
2021-04-25 10:00:00,5.48999,-4.97084
2021-04-25 11:00:00,6.40014,-5.33226
2021-04-25 12:00:00,5.38494,-5.86166
2021-04-25 13:00:00,4.02947,-6.31084
2021-04-25 14:00:00,3.27364,-6.65811
2021-04-25 15:00:00,3.32199,-7.0771
2021-04-25 16:00:00,3.58322,-7.08371
2021-04-25 17:00:00,3.60461,-7.40833
2021-04-25 18:00:00,3.0124,-7.1073
2021-04-25 19:00:00,2.01579,-6.93461
2021-04-25 20:00:00,1.07868,-6.7572
2021-04-25 21:00:00,0.41396,-6.38539
2021-04-25 22:00:00,1.03684,-6.59866
2021-04-25 23:00:00,0.40745,-6.19005
2021-04-26 00:00:00,0.29962,-5.64934
2021-04-26 01:00:00,0.91923,-5.24564
2021-04-26 02:00:00,2.28454,-5.34883
2021-04-26 03:00:00,3.75203,-6.10747
2021-04-26 04:00:00,4.18358,-6.7856
2021-04-26 05:00:00,3.44549,-7.11786
2021-04-26 06:00:00,2.76718,-6.78106
2021-04-26 07:00:00,3.34331,-6.21067
2021-04-26 08:00:00,3.54984,-5.91923
2021-04-26 09:00:00,2.9335,-5.55635
2021-04-26 10:00:00,2.70739,-5.35564
2021-04-26 11:00:00,2.39759,-4.87142
2021-04-26 12:00:00,2.3465,-4.27835
2021-04-26 13:00:00,2.32367,-3.52538
2021-04-26 14:00:00,2.2378,-2.8121
2021-04-26 15:00:00,1.89321,-1.80851
2021-04-26 16:00:00,1.6845,-0.82534
2021-04-26 17:00:00,1.64754,-0.07918
2021-04-26 18:00:00,1.51601,0.46287
2021-04-26 19:00:00,1.47579,1.15801
2021-04-26 20:00:00,1.54536,1.8917
2021-04-26 21:00:00,1.26382,2.46096
2021-04-26 22:00:00,0.56051,2.0686
2021-04-26 23:00:00,1.9269,2.8227
2021-04-27 00:00:00,2.37407,3.2465
2021-04-27 01:00:00,2.38382,3.60258
2021-04-27 02:00:00,2.30091,3.77415
2021-04-27 03:00:00,1.89315,3.50223
2021-04-27 04:00:00,2.00436,3.1073
2021-04-27 05:00:00,2.58087,2.58937
2021-04-27 06:00:00,2.98082,1.75527
2021-04-27 07:00:00,2.55453,0.54567
2021-04-27 08:00:00,1.59465,-0.31001
2021-04-27 09:00:00,0.70402,-0.55818
2021-04-27 10:00:00,-1.10454,0.08708
2021-04-27 11:00:00,-1.73178,1.06577
2021-04-27 12:00:00,-2.06442,2.11783
2021-04-27 13:00:00,-1.72885,2.96703
2021-04-27 14:00:00,-1.34158,3.61553
2021-04-27 15:00:00,-0.3778,4.24353
2021-04-27 16:00:00,-0.2822,4.49387
2021-04-27 17:00:00,-0.67922,4.70644
2021-04-27 18:00:00,-1.92298,5.16503
2021-04-27 19:00:00,-1.55424,5.60527
2021-04-27 20:00:00,-1.41084,5.73692
2021-04-27 21:00:00,-1.76202,5.69807
2021-04-27 22:00:00,-1.84494,5.62146
2021-04-27 23:00:00,-0.58948,6.36707
2021-04-28 00:00:00,0.89945,6.88016
2021-04-28 01:00:00,1.33609,7.08675
2021-04-28 02:00:00,0.84839,7.20262
2021-04-28 03:00:00,0.55083,7.33915
2021-04-28 04:00:00,1.12129,7.45772
2021-04-28 05:00:00,2.06501,7.56999
2021-04-28 06:00:00,3.42688,7.58975
2021-04-28 07:00:00,5.22012,8.4206
2021-04-28 08:00:00,4.75355,8.40713
2021-04-28 09:00:00,4.15932,8.47629
2021-04-28 10:00:00,3.39607,7.17657
2021-04-28 11:00:00,4.33715,6.74723
2021-04-28 12:00:00,3.85825,6.44183
2021-04-28 13:00:00,4.25528,6.17417
2021-04-28 14:00:00,4.40053,5.24272
2021-04-28 15:00:00,3.88202,4.37145
2021-04-28 16:00:00,3.34501,3.57743
2021-04-28 17:00:00,2.75255,3.02323
2021-04-28 18:00:00,1.91447,2.30466
2021-04-28 19:00:00,1.36514,1.99567
2021-04-28 20:00:00,0.48745,2.11244
2021-04-28 21:00:00,-0.13054,2.59568
2021-04-28 22:00:00,-1.79966,2.89299
2021-04-28 23:00:00,-1.8736,3.66456
2021-04-29 00:00:00,-2.77219,2.70295
2021-04-29 01:00:00,-1.98787,1.75469
2021-04-29 02:00:00,-2.46557,1.61104
2021-04-29 03:00:00,-1.82335,0.93645
2021-04-29 04:00:00,-0.27061,0.78189
2021-04-29 05:00:00,0.35852,0.14093
2021-04-29 06:00:00,-0.19489,-1.30009
2021-04-29 07:00:00,-1.32789,-2.63474
2021-04-29 08:00:00,-1.80278,-4.14122
2021-04-29 09:00:00,-2.71329,-5.19676
2021-04-29 10:00:00,-3.32747,-4.32578
2021-04-29 11:00:00,-3.65185,-4.93765
2021-04-29 12:00:00,-5.09428,-5.55042
2021-04-29 13:00:00,-6.94429,-6.025
2021-04-29 14:00:00,-6.62738,-6.57323
2021-04-29 15:00:00,-5.82157,-7.06145
2021-04-29 16:00:00,-5.37472,-7.12872
2021-04-29 17:00:00,-5.23544,-6.90598
2021-04-29 18:00:00,-4.80729,-5.99955
2021-04-29 19:00:00,-2.8208,-5.60952
2021-04-29 20:00:00,-0.45197,-6.0441
2021-04-29 21:00:00,0.96148,-5.79408
2021-04-29 22:00:00,3.2976,-4.03485
2021-04-29 23:00:00,4.59886,-3.66209
2021-04-30 00:00:00,5.94664,-2.93255
2021-04-30 01:00:00,6.88962,-2.12425
2021-04-30 02:00:00,8.6067,-0.63394
2021-04-30 03:00:00,8.82626,-1.19619
2021-04-30 04:00:00,9.3001,-2.71551
2021-04-30 05:00:00,8.12348,-4.5239
2021-04-30 06:00:00,6.95343,-4.5632
2021-04-30 07:00:00,6.54058,-3.25251
2021-04-30 08:00:00,6.10521,-2.63037
2021-04-30 09:00:00,5.13783,-3.07101
2021-04-30 10:00:00,5.05713,-3.54533
2021-04-30 11:00:00,4.04753,-4.74282
2021-04-30 12:00:00,2.763,-4.44532
2021-04-30 13:00:00,2.2263,-3.96258
2021-04-30 14:00:00,1.88476,-3.70998
2021-04-30 15:00:00,1.67834,-2.86145
2021-04-30 16:00:00,2.08274,-2.12799
2021-04-30 17:00:00,2.80429,-1.56293
2021-04-30 18:00:00,2.33327,-2.70802
2021-04-30 19:00:00,0.86953,-4.27411
2021-04-30 20:00:00,0.68374,-3.14773
2021-04-30 21:00:00,0.1142,-3.13369
2021-04-30 22:00:00,-0.74716,-2.92413
2021-04-30 23:00:00,-1.13467,-2.46291
2021-05-01 00:00:00,-0.59884,-1.08073
2021-05-01 01:00:00,-0.73489,-0.97484
2021-05-01 02:00:00,-1.61921,-0.61113
2021-05-01 03:00:00,-1.19405,-0.15073
2021-05-01 04:00:00,-2.34304,-1.13045
2021-05-01 05:00:00,-1.14729,0.04079
2021-05-01 06:00:00,0.95192,0.50947
2021-05-01 07:00:00,0.55227,0.20009
2021-05-01 08:00:00,-1.53099,-0.62033
2021-05-01 09:00:00,-3.80557,-2.42876
2021-05-01 10:00:00,-4.74942,-1.44352
2021-05-01 11:00:00,-6.93684,-1.34867
2021-05-01 12:00:00,-7.72232,-2.66632
2021-05-01 13:00:00,-7.28441,-3.73535
2021-05-01 14:00:00,-7.01125,-3.16723
2021-05-01 15:00:00,-6.51913,-2.26946
2021-05-01 16:00:00,-6.83693,-1.11019
2021-05-01 17:00:00,-6.94747,-0.88092
2021-05-01 18:00:00,-6.84118,-1.19859
2021-05-01 19:00:00,-7.18662,-2.41771
2021-05-01 20:00:00,-7.73932,-4.03553
2021-05-01 21:00:00,-8.00186,-4.31084
2021-05-01 22:00:00,-4.34127,-2.69026
2021-05-01 23:00:00,-5.21709,-5.14876
2021-05-02 00:00:00,-4.89256,-5.12295
2021-05-02 01:00:00,-4.20616,-4.36318
2021-05-02 02:00:00,-2.9435,-4.46942
2021-05-02 03:00:00,-2.55524,-6.06483
2021-05-02 04:00:00,-1.3393,-7.99033
2021-05-02 05:00:00,0.58417,-9.6123
2021-05-02 06:00:00,1.74671,-10.43372
2021-05-02 07:00:00,2.00926,-10.6035
2021-05-02 08:00:00,2.36859,-10.1226
2021-05-02 09:00:00,2.68231,-9.14847
2021-05-02 10:00:00,3.97946,-8.2967
2021-05-02 11:00:00,4.50677,-7.39181
2021-05-02 12:00:00,5.14645,-6.36741
2021-05-02 13:00:00,5.41567,-5.65791
2021-05-02 14:00:00,5.59366,-4.59367
2021-05-02 15:00:00,6.13433,-3.50762
2021-05-02 16:00:00,6.69057,-2.14649
2021-05-02 17:00:00,7.21677,-0.30067
2021-05-02 18:00:00,7.33581,1.17523
2021-05-02 19:00:00,7.49155,2.18446
2021-05-02 20:00:00,6.80738,2.68622
2021-05-02 21:00:00,7.13,3.20981
2021-05-02 22:00:00,7.01764,3.32648
2021-05-02 23:00:00,10.58758,3.16428
2021-05-03 00:00:00,12.14795,0.62415
2021-05-03 01:00:00,10.90238,-2.58801
2021-05-03 02:00:00,10.37662,-5.01304
2021-05-03 03:00:00,10.62703,-4.37078
2021-05-03 04:00:00,11.01729,-3.9061
2021-05-03 05:00:00,11.30239,-3.4688
2021-05-03 06:00:00,11.12461,-3.02001
2021-05-03 07:00:00,10.81566,-2.98556
2021-05-03 08:00:00,9.55057,-2.6154
2021-05-03 09:00:00,8.40039,-1.87773
2021-05-03 10:00:00,7.08761,-0.59411
2021-05-03 11:00:00,7.10496,0.15151
2021-05-03 12:00:00,6.92067,0.29728
2021-05-03 13:00:00,7.02149,0.39622
2021-05-03 14:00:00,6.91525,0.41831
2021-05-03 15:00:00,6.8166,0.75931
2021-05-03 16:00:00,6.73204,1.21075
2021-05-03 17:00:00,6.81985,1.61271
2021-05-03 18:00:00,6.97379,1.70635
2021-05-03 19:00:00,7.23179,1.49698
2021-05-03 20:00:00,7.38247,1.2081
2021-05-03 21:00:00,6.87839,1.02169
2021-05-03 22:00:00,5.40517,1.23018
2021-05-03 23:00:00,6.26374,1.14537
2021-05-04 00:00:00,6.80584,0.89501
2021-05-04 01:00:00,6.67759,0.83119
2021-05-04 02:00:00,6.60357,1.42092
2021-05-04 03:00:00,6.68534,2.1851
2021-05-04 04:00:00,6.12243,2.14085
2021-05-04 05:00:00,4.90795,2.21744
2021-05-04 06:00:00,3.57727,2.88375
2021-05-04 07:00:00,2.16224,3.69473
2021-05-04 08:00:00,1.36521,3.35604
2021-05-04 09:00:00,1.07945,3.65304
2021-05-04 10:00:00,0.68094,3.64623
2021-05-04 11:00:00,-0.78315,4.07172
2021-05-04 12:00:00,-2.51234,4.77207
2021-05-04 13:00:00,-3.48754,5.15927
2021-05-04 14:00:00,-4.16837,5.11416
2021-05-04 15:00:00,-5.40265,4.79079
2021-05-04 16:00:00,-6.27886,4.93716
2021-05-04 17:00:00,-5.48528,5.09034
2021-05-04 18:00:00,-5.58168,5.1916
2021-05-04 19:00:00,-5.02221,5.45711
2021-05-04 20:00:00,-5.88035,5.95068
2021-05-04 21:00:00,-6.78066,5.5371
2021-05-04 22:00:00,-7.28849,4.407
2021-05-04 23:00:00,-7.18951,4.08874
2021-05-05 00:00:00,-6.82419,5.0843
2021-05-05 01:00:00,-7.35055,6.3348
2021-05-05 02:00:00,-6.15981,8.2303
2021-05-05 03:00:00,-0.81714,10.19
2021-05-05 04:00:00,4.82184,9.95393
2021-05-05 05:00:00,2.94648,9.0047
2021-05-05 06:00:00,1.83027,9.60229
2021-05-05 07:00:00,1.66096,10.73129
2021-05-05 08:00:00,3.51424,11.47705
2021-05-05 09:00:00,6.82695,10.78266
2021-05-05 10:00:00,7.04964,6.85732
2021-05-05 11:00:00,6.71837,5.19394
2021-05-05 12:00:00,5.85706,4.09655
2021-05-05 13:00:00,4.81908,4.03926
2021-05-05 14:00:00,4.12617,4.39683
2021-05-05 15:00:00,3.31732,4.77217
2021-05-05 16:00:00,2.50938,5.27
2021-05-05 17:00:00,2.39988,5.99798
2021-05-05 18:00:00,3.08359,6.89486
2021-05-05 19:00:00,4.18874,7.21884
2021-05-05 20:00:00,5.29758,7.26526
2021-05-05 21:00:00,5.31967,6.56692
2021-05-05 22:00:00,5.27274,5.84586
2021-05-05 23:00:00,5.65738,5.19493
2021-05-06 00:00:00,6.58073,4.90968
2021-05-06 01:00:00,7.00158,5.00555
2021-05-06 02:00:00,6.95427,5.06423
2021-05-06 03:00:00,6.77686,5.36754
2021-05-06 04:00:00,6.33235,5.4196
2021-05-06 05:00:00,5.59512,5.30059
2021-05-06 06:00:00,4.67555,5.20638
2021-05-06 07:00:00,3.24346,4.82125
2021-05-06 08:00:00,2.18393,5.02208
2021-05-06 09:00:00,2.02623,5.18489
2021-05-06 10:00:00,0.55176,4.77992
2021-05-06 11:00:00,0.45221,5.29481
2021-05-06 12:00:00,-0.02581,5.40307
2021-05-06 13:00:00,-0.16379,5.28489
2021-05-06 14:00:00,-0.38555,4.86422
2021-05-06 15:00:00,-0.71869,4.78323
2021-05-06 16:00:00,-1.0262,5.30225
2021-05-06 17:00:00,-1.16813,5.07414
2021-05-06 18:00:00,-1.63531,4.74687
2021-05-06 19:00:00,-2.36071,4.84687
2021-05-06 20:00:00,-3.84011,5.0915
2021-05-06 21:00:00,-4.72913,5.15762
2021-05-06 22:00:00,-4.57242,3.84851
2021-05-06 23:00:00,-3.92684,4.85679
2021-05-07 00:00:00,-3.16936,4.74549
2021-05-07 01:00:00,-1.83561,5.54057
2021-05-07 02:00:00,-0.40645,6.44814
2021-05-07 03:00:00,0.33327,7.07829
2021-05-07 04:00:00,0.64927,7.2661
2021-05-07 05:00:00,0.16194,6.81422
2021-05-07 06:00:00,-0.35617,7.22892
2021-05-07 07:00:00,-0.47519,7.01633
2021-05-07 08:00:00,-0.88044,6.96199
2021-05-07 09:00:00,-1.00561,6.74368
2021-05-07 10:00:00,0.82266,4.0896
2021-05-07 11:00:00,2.0887,2.96943
2021-05-07 12:00:00,1.52134,1.98083
2021-05-07 13:00:00,1.30999,2.32307
2021-05-07 14:00:00,2.0097,2.93797
2021-05-07 15:00:00,2.31954,3.23637
2021-05-07 16:00:00,1.77475,5.23264
2021-05-07 17:00:00,4.20731,6.9086
2021-05-07 18:00:00,4.88137,7.76851
2021-05-07 19:00:00,4.50484,8.75521
2021-05-07 20:00:00,5.02192,7.738
2021-05-07 21:00:00,5.08451,7.1088
2021-05-07 22:00:00,5.79447,4.64634
2021-05-07 23:00:00,5.31432,3.75307
2021-05-08 00:00:00,4.68519,3.73465
2021-05-08 01:00:00,6.29863,5.26097
2021-05-08 02:00:00,7.08103,5.76431
2021-05-08 03:00:00,7.01764,5.98106
2021-05-08 04:00:00,6.73195,6.10259
2021-05-08 05:00:00,6.27084,6.29213
2021-05-08 06:00:00,5.60827,6.43723
2021-05-08 07:00:00,4.39862,5.98378
2021-05-08 08:00:00,3.6414,6.04092
2021-05-08 09:00:00,2.41525,5.25009
2021-05-08 10:00:00,0.09148,4.48013
2021-05-08 11:00:00,-0.16382,4.89549
2021-05-08 12:00:00,-0.30536,5.17482
2021-05-08 13:00:00,-0.90802,5.66908
2021-05-08 14:00:00,-1.78768,5.6718
2021-05-08 15:00:00,-2.1689,5.32809
2021-05-08 16:00:00,-2.92004,5.39701
2021-05-08 17:00:00,-3.41936,5.46231
2021-05-08 18:00:00,-3.65642,5.4741
2021-05-08 19:00:00,-3.87525,5.7634
2021-05-08 20:00:00,-2.36254,6.23772
2021-05-08 21:00:00,-1.37433,7.44753
2021-05-08 22:00:00,-0.09088,7.75679
2021-05-08 23:00:00,2.39528,7.75951
2021-05-09 00:00:00,4.68977,7.728
2021-05-09 01:00:00,7.53249,7.48345
2021-05-09 02:00:00,9.12996,3.9252
2021-05-09 03:00:00,9.15092,1.54191
2021-05-09 04:00:00,8.69692,1.24591
2021-05-09 05:00:00,8.55224,1.54371
2021-05-09 06:00:00,7.23415,1.53559
2021-05-09 07:00:00,5.56484,2.02741
2021-05-09 08:00:00,4.34952,3.08415
2021-05-09 09:00:00,3.47745,4.4098
2021-05-09 10:00:00,3.87657,6.97809
2021-05-09 11:00:00,5.01006,7.3905
2021-05-09 12:00:00,6.82605,6.88785
2021-05-09 13:00:00,8.16809,5.55497
2021-05-09 14:00:00,8.82663,5.03608
2021-05-09 15:00:00,9.91024,4.64443
2021-05-09 16:00:00,10.90105,4.18239
2021-05-09 17:00:00,10.81923,3.74472
2021-05-09 18:00:00,11.26325,3.31787
2021-05-09 19:00:00,12.17623,1.49769
2021-05-09 20:00:00,11.73221,-0.3252
2021-05-09 21:00:00,10.6047,-0.3992
2021-05-09 22:00:00,8.661,-0.68346
2021-05-09 23:00:00,9.0691,-0.44342
2021-05-10 00:00:00,9.7026,-0.36083
2021-05-10 01:00:00,9.85122,-0.57644
2021-05-10 02:00:00,9.47727,-0.94329
2021-05-10 03:00:00,8.88878,-1.47014
2021-05-10 04:00:00,8.35542,-2.11114
2021-05-10 05:00:00,7.70581,-2.22821
2021-05-10 06:00:00,7.53202,-1.84283
2021-05-10 07:00:00,6.91596,-2.14626
2021-05-10 08:00:00,6.26156,-1.87601
2021-05-10 09:00:00,5.59516,-1.63209
2021-05-10 10:00:00,5.47051,-1.20671
2021-05-10 11:00:00,5.19844,-1.84186
2021-05-10 12:00:00,3.98311,-2.41456
2021-05-10 13:00:00,3.26877,-2.25553
2021-05-10 14:00:00,2.4226,-2.15211
2021-05-10 15:00:00,1.58121,-1.80478
2021-05-10 16:00:00,1.11737,-0.89255
2021-05-10 17:00:00,1.27318,0.02553
2021-05-10 18:00:00,1.37386,0.34554
2021-05-10 19:00:00,1.1809,0.49482
2021-05-10 20:00:00,1.69987,0.64604
2021-05-10 21:00:00,1.86886,0.60994
2021-05-10 22:00:00,1.68429,0.49677
2021-05-10 23:00:00,3.26997,0.70946
